timestamp,elapsed_s,side,event,price,total_qty,sole,duration_s,mid,dist_mid_abs,dist_mid_pct
1783537494.543898,0.557,bid,APPEAR,61954.8,0.00024,True,,,,
1783537509.817406,15.8305,bid,APPEAR,62012.3,0.00024,True,,62045.65,-33.35,-0.053751
1783537509.817406,15.8305,bid,CANCEL?,61954.8,0,,15.2735,62045.65,-90.85,-0.146424
1783537512.886643,18.8997,bid,CANCEL?,62012.3,0,,3.0692,61945.7,66.6,0.107514
1783537512.886643,18.8997,bid,APPEAR,61945.6,0.00024,True,,62012.3,-66.7,-0.107559
1783537514.7932348,20.8063,bid,APPEAR,62012.2,0.00024,True,,62045.6,-33.4,-0.053831
1783537514.7932348,20.8063,bid,CANCEL?,61945.6,0,,1.9066,62045.6,-100.0,-0.161172
1783537517.7854269,23.7985,bid,CANCEL?,62012.2,0,,2.9922,61945.65,66.55,0.107433
1783537518.788673,24.8017,bid,APPEAR,61945.7,0.00024,True,,62012.35,-66.65,-0.107479
1783537519.7857358,25.7988,bid,APPEAR,62012.3,0.00024,True,,62045.65,-33.35,-0.053751
1783537519.7857358,25.7988,bid,CANCEL?,61945.7,0,,0.9971,62045.65,-99.95,-0.161091
1783537522.8228831,28.8359,bid,CANCEL?,62012.3,0,,3.0371,61931.3,81.0,0.13079
1783537522.8228831,28.8359,bid,APPEAR,61997.9,0.00024,True,,62038.45,-40.55,-0.065363
1783537524.786328,30.7994,bid,APPEAR,62038.4,0.00024,True,,62058.7,-20.3,-0.032711
1783537524.786328,30.7994,bid,CANCEL?,61997.9,0,,1.9634,62058.7,-60.8,-0.097972
1783537527.841985,33.855,bid,CANCEL?,62038.4,0,,3.0557,61931.3,107.1,0.172934
1783537527.841985,33.855,bid,APPEAR,61931.3,0.00024,True,,62005.15,-73.85,-0.119103
1783537528.785669,34.7987,bid,APPEAR,62005.1,0.00024,True,,62042.05,-36.95,-0.059556
1783537528.785669,34.7987,bid,CANCEL?,61931.3,0,,0.9437,62042.05,-110.75,-0.178508
1783537531.833472,37.8465,bid,APPEAR,62019.7,0.00024,True,,62049.35,-29.65,-0.047785
1783537531.833472,37.8465,bid,CANCEL?,62005.1,0,,3.0478,62049.35,-44.25,-0.071314
1783537533.7847621,39.7978,bid,APPEAR,62042.1,0.00024,True,,62060.55,-18.45,-0.029729
1783537533.7847621,39.7978,bid,CANCEL?,62019.7,0,,1.9513,62060.55,-40.85,-0.065823
1783537536.852383,42.8654,bid,CANCEL?,62042.1,0,,3.0676,61941.25,100.85,0.162816
1783537536.852383,42.8654,bid,APPEAR,61941.2,0.00024,True,,62010.1,-68.9,-0.111111
1783537537.785283,43.7983,bid,APPEAR,62010.0,0.00024,True,,62044.5,-34.5,-0.055605
1783537537.785283,43.7983,bid,CANCEL?,61941.2,0,,0.9329,62044.5,-103.3,-0.166493
1783537540.845978,46.859,bid,CANCEL?,62010.0,0,,3.0607,61945.85,64.15,0.103558
1783537540.845978,46.859,bid,APPEAR,61945.8,0.00024,True,,62012.4,-66.6,-0.107398
1783537542.7980852,48.8111,bid,APPEAR,62012.4,0.00024,True,,62045.7,-33.3,-0.05367
1783537542.7980852,48.8111,bid,CANCEL?,61945.8,0,,1.9521,62045.7,-99.9,-0.16101
1783537545.785826,51.7989,bid,CANCEL?,62012.4,0,,2.9877,61942.4,70.0,0.113008
1783537545.785826,51.7989,bid,APPEAR,61942.4,0.00024,True,,62010.7,-68.3,-0.110142
1783537546.7864802,52.7995,bid,APPEAR,62010.6,0.00024,True,,62044.8,-34.2,-0.055121
1783537546.7864802,52.7995,bid,CANCEL?,61942.4,0,,1.0007,62044.8,-102.4,-0.165042
1783537549.784815,55.7979,bid,CANCEL?,62010.6,0,,2.9983,61936.1,74.5,0.120285
1783537549.784815,55.7979,bid,APPEAR,61936.1,0.00024,True,,62007.55,-71.45,-0.115228
1783537550.7845,56.7976,bid,APPEAR,62007.5,0.00024,True,,62043.25,-35.75,-0.057621
1783537550.7845,56.7976,bid,CANCEL?,61936.1,0,,0.9997,62043.25,-107.15,-0.172702
1783537553.785173,59.7982,bid,CANCEL?,62007.5,0,,3.0007,61929.85,77.65,0.125384
1783537553.785173,59.7982,bid,APPEAR,61929.8,0.00024,True,,62004.4,-74.6,-0.120314
1783537555.89754,61.9106,bid,APPEAR,62004.4,0.00024,True,,62041.7,-37.3,-0.060121
1783537555.89754,61.9106,bid,CANCEL?,61929.8,0,,2.1124,62041.7,-111.9,-0.180363
1783537558.785444,64.7985,bid,CANCEL?,62004.4,0,,2.8879,62004.45,-0.05,-8.1e-05
1783537558.785444,64.7985,bid,APPEAR,61929.8,0.00024,True,,62004.4,-74.6,-0.120314
1783537582.7858088,88.7989,bid,APPEAR,61937.4,0.00024,True,,62008.2,-70.8,-0.114178
1783537582.7858088,88.7989,bid,CANCEL?,61929.8,0,,24.0004,62008.2,-78.4,-0.126435
1783537583.7843368,89.7974,bid,APPEAR,62004.4,0.00024,True,,62041.7,-37.3,-0.060121
1783537583.7843368,89.7974,bid,CANCEL?,61937.4,0,,0.9985,62041.7,-104.3,-0.168113
1783537586.7856379,92.7987,bid,CANCEL?,62004.4,0,,3.0013,61932.65,71.75,0.115852
1783537586.7856379,92.7987,bid,APPEAR,61932.7,0.00024,True,,62005.85,-73.15,-0.117973
1783537588.8806741,94.8937,bid,APPEAR,62005.8,0.00024,True,,62042.4,-36.6,-0.058992
1783537588.8806741,94.8937,bid,CANCEL?,61932.7,0,,2.095,62042.4,-109.7,-0.176815
1783537590.785944,96.799,bid,CANCEL?,62005.8,0,,1.9053,61938.25,67.55,0.10906
1783537590.785944,96.799,bid,APPEAR,61938.2,0.00024,True,,62008.6,-70.4,-0.113533
1783537592.784211,98.7973,bid,APPEAR,62008.6,0.00024,True,,62043.8,-35.2,-0.056734
1783537592.784211,98.7973,bid,CANCEL?,61938.2,0,,1.9983,62043.8,-105.6,-0.170202
1783537594.78914,100.8022,bid,CANCEL?,62008.6,0,,2.0049,61938.25,70.35,0.113581
1783537594.78914,100.8022,bid,APPEAR,61938.2,0.00024,True,,62008.6,-70.4,-0.113533
1783537597.8814259,103.8945,bid,APPEAR,62008.6,0.00024,True,,62043.8,-35.2,-0.056734
1783537597.8814259,103.8945,bid,CANCEL?,61938.2,0,,3.0923,62043.8,-105.6,-0.170202
1783537599.8293738,105.8424,bid,CANCEL?,62008.6,0,,1.9479,62008.65,-0.05,-8.1e-05
1783537599.8293738,105.8424,bid,APPEAR,61938.3,0.00024,True,,62008.65,-70.35,-0.113452
1783537601.787393,107.8005,bid,APPEAR,62008.6,0.00024,True,,62043.8,-35.2,-0.056734
1783537601.787393,107.8005,bid,CANCEL?,61938.3,0,,1.958,62043.8,-105.5,-0.170041
1783537603.7877262,109.8008,bid,CANCEL?,62008.6,0,,2.0003,62008.7,-0.1,-0.000161
1783537603.7877262,109.8008,bid,APPEAR,61938.2,0.00024,True,,62008.6,-70.4,-0.113533
1783537605.870177,111.8832,bid,APPEAR,62008.6,0.00024,True,,62043.8,-35.2,-0.056734
1783537605.870177,111.8832,bid,CANCEL?,61938.2,0,,2.0825,62043.8,-105.6,-0.170202
1783537607.791056,113.8041,bid,CANCEL?,62008.6,0,,1.9209,62008.65,-0.05,-8.1e-05
1783537607.791056,113.8041,bid,APPEAR,61938.3,0.00024,True,,62008.65,-70.35,-0.113452
1783537609.864001,115.8771,bid,APPEAR,62008.6,0.00024,True,,62043.8,-35.2,-0.056734
1783537609.864001,115.8771,bid,CANCEL?,61938.3,0,,2.0729,62043.8,-105.5,-0.170041
1783537611.7900941,117.8032,bid,CANCEL?,62008.6,0,,1.9261,62008.7,-0.1,-0.000161
1783537611.7900941,117.8032,bid,APPEAR,61936.2,0.00024,True,,62007.6,-71.4,-0.115147
1783537613.783783,119.7968,bid,APPEAR,62007.6,0.00024,True,,62043.3,-35.7,-0.05754
1783537613.783783,119.7968,bid,CANCEL?,61936.2,0,,1.9937,62043.3,-107.1,-0.172621
